podcast,name,guest,category,filterOut,duration,spotifyUrl,image64,image300,description,language,date
Plan(s) B,"Quelle réaction des puissants face à l'emballement climatique ? Philippe Zaouati, DG Mirova","Philippe Zaouati,DG Mirova",politique,0,1h 53min,https://open.spotify.com/episode/3H7HycJfUPaMdiM4Ki3cPe,https://i.scdn.co/image/ab6765630000f68db4fa7f6faa1943a61bb77fed,https://i.scdn.co/image/ab67656300005f1fb4fa7f6faa1943a61bb77fed,"Philippe Zaouati est Directeur Général de Mirova, filiale ""finance durable"" de Natixis. Il a récemment publié un livre, ""Discours sur l’Etat de l’Union"", une fiction réaliste qui met en scène le discours du Président des Etats-Unis en 2034, dans un contexte d’emballement climatique et de monde qui s’écroule. Le Président s'apprête alors à faire une annonce radicale.  3:00 Pourquoi ce livre... inhabituel de la part d'un patron ? 14:01 Le Parti Républicain des US qui renie son héritage climatosceptique et pétrolier ? 18:40 La croissance dans un monde qui s'effondre ? 24:02 ""Décroissance"" : adapter la finance ? 28:42 Tenter tant bien que mal de changer le système de l'intérieur 43:30 Démographie : sommes-nous ""trop nombreux"" ?  #changementclimatique #effondrement #finance #philippezaouati #cyrusfarhangi #plansb  ",fr,2023-06-14
Plan(s) B,Les décroissants au cachot ou portés en triomphe ? Avec Vincent Liegey,Vincent Liegey,politique,0,1h 59min,https://open.spotify.com/episode/3c1XhKVmIBS6m599NaMwQ0,https://i.scdn.co/image/ab6765630000f68d78d62e4325d1a81d304d6c37,https://i.scdn.co/image/ab67656300005f1f78d62e4325d1a81d304d6c37,"Vincent est chercheur interdisciplinaire et a récemment publié ""Sobriété (la vraie)"". Il a été de tous les combats sur la décroissance depuis plus de 15 ans ! Il se passe clairement un truc depuis quelques années avec la décroissance. D'un côté les idées ont gagné du terrain, la société civile exprime de nouvelles aspirations, et les décroissants se sont notabilisés comme l'illustrent par exemple récemment les conférences Beyond Growth au Parlement Européen. D'un autre côté il semble y avoir une panique voire carrément une psychose, avec accusation de préparer un projet totalitaire, climatocrate, oligarchique, anti-pauvres, régressif ou que sais-je encore. Fiou ! Pour tenter d'y voir plus clair, j'invite Vincent à aborder les questions suivantes, avec le recul et la sagesse qui le caractérisent : * S’il y a une « vraie » sobriété, quelle est la « fausse » sobriété ? * Comment appliquer politiquement la décroissance et la sobriété ? * Les décroissants sont-ils en train de remporter la bataille culturelle ? * Ne sommes-nous pas un peu dans une bulle en France ? * Le risque d'éco-fascisme et/ou de fuite en avant * La non-violence et la désobéissance civile  Lien vers son livre ""Sobriété (la Vraie)"" : https://www.decitre.fr/livres/sobriete-la-vraie-9791030104844.html Lien vers la précédente intervention de Vincent sur Plan(s) B : https://youtu.be/6wwQDHOAQIE #decroissance #ecologie #plansb #vincentliegey #cyrusfarhangi   ",fr,2023-06-06
Plan(s) B,"Assurer l'habitat quand le climat s'emballe, avec Joseph Sournac",Joseph Sournac,habitat,0,1h 48min,https://open.spotify.com/episode/2p0A03266iSahgIDzIzAVk,https://i.scdn.co/image/ab6765630000f68d7c8faca49f87a176ecb2de1c,https://i.scdn.co/image/ab67656300005f1f7c8faca49f87a176ecb2de1c,"Joseph Sournac est co-fondateur du cabinet sinonvirgule qui accompagne les entreprises dans leur redirection écologique. Il a récemment publié une étude, ""Peut-on assurer un monde qui s'effondre ?"" pour la MACIF, la MAIF et la Caisse des Dépots. Plus qu'une étude, c'est une véritable expérience immersive par la prospective !  4:05 Pourquoi cette étude ? Qui l'a commandée ? 6:10 Des risques physiques de plus en plus difficiles à calculer 10:40 Un coût de l'assurance de plus en plus difficile à supporter 15:40 Des sinistres de plus en plus difficile à gérer et ""hors cadre"" 19:05 La solidarité et la mutualisation du risque est-elle possible ? 25:16 L'assurance nationalisée à l'image des autres régimes de protection sociale ? 29:30 Les schémas assurantiels dans un monde effondré 36:43 Comment ont réagi les interlocuteurs de Joseph à cette étude ? 43:30 L'assurance comme agent de la fermeture et de la ruine ?  Lien vers l'étude : https://www.caissedesdepots.fr/sites/default/files/2023-03/Livre%20blanc%20_%20Peut-on%20assurer%20un%20monde%20qui%20s%27effondre%20_r%C3%A9duit.pdf  ",fr,2023-05-30
Plan(s) B,"Transition VS Décroissance ? Avec Timothée Parrique, Yves Marignac, Karim Megherbi","Timothée Parrique,Yves Marignac,Karim Megherbi","économie,politique",0,2h 45min,https://open.spotify.com/episode/2oEa0KggFLvYYInF7WMsrl,https://i.scdn.co/image/ab6765630000f68d160a985485ce0a88cc3b4f63,https://i.scdn.co/image/ab67656300005f1f160a985485ce0a88cc3b4f63,"J'ai le plaisir de recevoir Timothée Parrique, Yves Marignac et Karim Megherbi pour un débat autour de la ""décroissance"" et de la ""transition énergétique"". Après avoir défini ces termes, nous proposons différentes approches et angles de vue pour déceler les points de convergence et de divergence entre ces deux chemins pour préserver la préservation de l'environnement.  S'il vous plait, je conçois que ce plateau puisse être un cauchemar pour les croissantistes et/ou pour les partisans du nucléaire et/ou pour les opposants aux énergies renouvelables. Vous êtes les bienvenus pour exprimer des objections (après avoir écouté l'échange s'il vous plait), mais de grâce restez calmes :-).  Pour suivre la plupart de mes contenus : ⁠www.plansb.info  Mon fil de posts LinkedIn : https://www.linkedin.com/in/cyrus-farhangi-9301833/recent-activity/shares/  Et mon fil Facebook : https://www.facebook.com/cfarhangi#ecologie #changementclimatique #transition #sobriété #décroissance #postcroissance #parrique #negawatt #karimmegherbi",fr,2023-05-09
Plan(s) B,Le monde change... et on n'y comprend rien ! Avec Julien Devaureix,Julien Devaureix,intériorité,0,1h 2min,https://open.spotify.com/episode/16kKDcHWtuUiGu3aSvJP5Q,https://i.scdn.co/image/ab6765630000f68dade14d91b47acf13bf376a37,https://i.scdn.co/image/ab67656300005f1fade14d91b47acf13bf376a37,"Julien Devaureix est le créateur du podcast Sismique, devenu une référence pour comprendre notre monde et ses limites, avec l'intervention d'invités de marque de disciplines diverses. Julien a récemment publié un livre ""Le Monde Change... et on n'y comprend rien"", empreint d'humilité, qui explique avec beaucoup de clarté ce qu'il retient de cette enquête. Nous parlons avec Julien des ""lunettes qu'il porte pour regarder le monde"", de climat, d'énergie, de Grande Accélération, de technologie et de psychologie... en tentant de relier tout cela !  Bonne exploration !   Lien vers le livre de Julien : https://www.decitre.fr/livres/le-monde-change-et-on-n-y-comprend-rien-climat-technologie-economie-societe-9782412081341.html  Vers son podcast : www.sismique.fr   J’essaie de me rémunérer (modestement) pour ce travail, j’explique tout cela ici : https://fr.tipeee.com/plans-b   Pour suivre la plupart de mes contenus : www.plansb.info",fr,2023-05-03
Plan(s) B,"Laure Noualhat : bifurquer par temps incertains, rester écolo sans finir dépressif !",Laure Noualhat,intériorité,0,1h 59min,https://open.spotify.com/episode/3BRSSKpPPtbZ2P6gqKONr8,https://i.scdn.co/image/ab6765630000f68dbcfd311e8f911447ace14033,https://i.scdn.co/image/ab67656300005f1fbcfd311e8f911447ace14033,"Journaliste environnement depuuis plus de 20 ans, Laure Noualhat explore sans relâche les limites de ce monde fini. Elle a coréalisé des documentaires (Après demain, avec Cyril Dion en 2018, PMA, le meilleur des mondes, avec Jean Crépu, ou Sécurité nucléaire : le grand mensonge, un docu-enquête avec Éric Guéret).  Laure a incarné le personnage de Bridget Kyoto sur YouTube, mieux vaut parfois savoir rire des sujets environnementaux. Dès 2012, Laure est précurseure dans le débat public sur les risques liés à l’effondrement, avec une pointe d’humour. Dans la web-série Carbonisés, diffusée depuis avril 2021 sur france.tv, Laure capte avec humour ce que l’écologie peut faire au mental des habitants de sa petite ville de Joigny. Elle est l’autrice de Comment rester écolo sans finir dépressif, publié en 2020 chez Tana.  Lien vers sa chaine Bridget Kyoto : https://www.youtube.com/@BridgetKyoto/videos Son interview récente chez Blast : https://youtu.be/V8LxQP_XShM   Lien vers ses livres : https://www.lisez.com/auteur/laure-noualhat/511299   Pour contribuer à notre travail de création de contenu: https://fr.tipeee.com/plans-b  #laurenoualhat #plansb #cyrusfarhangi #ecologie #effondrement #transition",fr,2023-04-25
Plan(s) B,"Alimentation, chimie... notre santé empoisonnée, avec Dr. Jean-David Zeitoun",Jean-David Zeitoun,"santé,consommation,alimentation",0,1h 53min,https://open.spotify.com/episode/0jTAvexYZyzUgkM0sHv0aU,https://i.scdn.co/image/ab6765630000f68d8a759d07d5c115f9964626e7,https://i.scdn.co/image/ab67656300005f1f8a759d07d5c115f9964626e7,"Jean-David Zeitoun est Docteur en épidémiologie. Il intervient de nouveau sur Plan(s) B, cette fois pour parler de son second livre ""Le Suicide de l'Espèce, comment les activités humaines produisent de plus en plus de maladies"" : * l'offre de risques par des industries comme l'alimentation ultra-transformée, ou la chimie (ex. perturbateurs endocriniens), qui empruntent notamment des méthodes semblables à celles de l'industrie du tabac * la ""demande"" de risques : pourquoi les populations consomment leurs produits ? * l'échec des politiques et la nécessité d'agir !  Lien vers précédente interview de Jean-David Zeitoun pour présenter son premier livre, ""La Grande Extension"" : https://podcasters.spotify.com/pod/dashboard/episode/e1p3tso   J’essaie de me rémunérer (modestement) pour ce travail, j’explique tout cela ici : https://fr.tipeee.com/plans-b   Pour suivre la plupart de mes contenus : www.plansb.info  Mon fil de posts LinkedIn : https://www.linkedin.com/in/cyrus-farhangi-9301833/recent-activity/shares/  Et mon fil Facebook : https://www.facebook.com/cfarhangi",fr,2023-04-18
Plan(s) B,The Collapse of Complex Societies - Professor Joseph Tainter,Joseph Tainter,société,0,1h 53min,https://open.spotify.com/episode/7CNks0MI7lP3yCEUbS4joZ,https://i.scdn.co/image/ab6765630000f68da1ed571eefe7b603891848cd,https://i.scdn.co/image/ab67656300005f1fa1ed571eefe7b603891848cd,"Professor Joseph Tainter is an American anthropologist and historian studied anthropology at the University of California, Santa Barbara, and Northwestern University, where he received his Ph.D. in 1975. As of 2012 he holds a professorship in the Department of Environment and Society at Utah State University. In this interview Professor Tainter discusses the thesis of his widely acclaimed work “The Collapse of Complex Societies”, 25 years after its publication in 1988. His book is among great classics of the study of collapse. In my view a work whose quality and relevance is comparable to Limits to Growth. Link to his book: https://www.abebooks.com/book-search/title/collapse-of-complex-societies/author/tainter/ We have discussed the following with Prof. Tainter: 1) What is “collapse”? What is “complexity”? 2) Can you explain your theory of decreasing marginal returns over complexity? 3) What was particularly ""complex"" with the Western Roman Empire? 4) Why has the Western Roman Empire collapsed while the Eastern Roman Empire has not collapsed? 5) Why do you think Western society has NOT collapsed for 1500 years now? Why has it NOT collapsed over the last 200 years? 6) What major instances of decreasing marginal returns over complexity do you observe in global modern society? 7) What do you think of “Limits to Growth” by Meadows et. al?      ",fr,2023-04-10
Plan(s) B,"Cycle de l'eau, bassines, ""Plan Eau""... entretien avec Charlène Descollonges, hydrologue",Charlène Descollonges,eau,0,1h 47min,https://open.spotify.com/episode/3i697ADiGwZPG8D0DWif6X,https://i.scdn.co/image/ab6765630000f68d365bb86868f7c6f0b8372388,https://i.scdn.co/image/ab67656300005f1f365bb86868f7c6f0b8372388,"Charlène Descollonges est hydrologue et co-fondatrice de l'Association Pour Une Hydrologie Régénérative. Nous parlons ici de plusieurs enjeux liés à l'eau : * Le besoin de pédagogie autour de ce sujet complexe, notamment une meilleure compréhension du cycle de l'eau tel que perturbé par les activités humaines * Le Plan Eau récemment annoncé par le gouvernement * Le sujet brûlant des bassines : adaptation ou maladaptation au changement climatique ?  Lien vers le site de l’association co-fondée par Charlène : https://hydrologie-regenerative.fr/  Son profil LinkedIn : https://www.linkedin.com/in/charl%C3%A8ne-cardoso-150992/  L’intervention de Marc-André Selosse à laquelle nous faisons référence : https://www.plansb.info/2022/05/30/la-vie-des-sols-encore-une-master-class-de-marc-andre-selosse-duplicate-2937/  Un post LinkedIn auquel nous faisons référence https://www.linkedin.com/posts/cyrus-farhangi-9301833_dapr%C3%A8s-lorganisation-anarcho-gauchiste-activity-7046871949477642243-v2-B?utm_source=share&utm_medium=member_desktop#plansb #cyrusfarhangi #changementclimatique #megabassines #eau  ",fr,2023-04-03
Plan(s) B,"""Sortir du système"" quand on est diplômé de grande école - Jean-Philippe Decka",Jean-Philippe Decka,intériorité,0,1h 13min,https://open.spotify.com/episode/5sbqbENvtIfhz1EItwKYPi,https://i.scdn.co/image/ab6765630000f68d6062c05d47fb98b9e87704e1,https://i.scdn.co/image/ab67656300005f1f6062c05d47fb98b9e87704e1,"Jean-Philippe Decka, diplômé de HEC avant de faire carrière dans le domaine du marketing et des jeux vidéos avant de ""bifurquer"", présente son parcours puis quelques enseignements son livre ""Le Courage de Renoncer : le difficile chemin des élites pour bifurquer vers un monde durable"". Quelles sont les motivations qui poussent de plus en plus de diplômés de grandes écoles à s'interroger ? Quels sont les freins ? Pourquoi est-ce sujet de société important ? C'est ce dont nous discutons ici !  Jean-Philippe et moi sommes bien conscients qu'il y a plus grave dans le monde que ""les états d'âme de surdiplômés"", mais pensons que les choix que feront ces profils auront leur importance à l'avenir :-)  Lien vers son livre : https://www.decitre.fr/livres/le-courage-de-renoncer-9782228931106.html  Vous pouvez suivre le travail de Jean-Philippe et ses interviews sur son podcast : https://oze-podcast.fr/  J’essaie de me rémunérer (modestement) pour ce travail, j’explique tout cela ici : https://fr.tipeee.com/plans-b   Pour suivre la plupart de nos contenus : www.plansb.info   Mon fil de posts LinkedIn : https://www.linkedin.com/in/cyrus-farhangi-9301833/recent-activity/shares/   Et mon fil Facebook : https://www.facebook.com/cfarhangi  #plansb #cyrusfarhangi #transition #jeanphilippedecka",fr,2023-03-27
Plan(s) B,Eoliennes : pourquoi tant de de haine ? Avec Cédric Philibert,Cédric Philibert,énergie,0,1h 26min,https://open.spotify.com/episode/1bIMUvuwbVUCjkDtEFYRKX,https://i.scdn.co/image/ab6765630000f68d6a1d67c08756ad78d481a7b4,https://i.scdn.co/image/ab67656300005f1f6a1d67c08756ad78d481a7b4,"Cédric Philibert est analyste énergie-climat. Il est chercheur associé à l’IFRI, et à l’Université Nationale Australienne (ANU), et enseigne à Sciences Po Paris. Il a travaillé de 2000 à fin 2019 à l’Agence Internationale de l’Energie (AIE), à la division Energie et Environnement, puis la division des énergies renouvelables. Dès les années 2000 Cédric avait vu le potentiel important des ENR, alors que l'AIE était à l'époque très prudente. Et encore, Cédric avait un peu sous-estimé le potentiel du photovoltaïque, comme il l'explique humblement dans cet entretien.   A l'occasion de la sortie de son livre, ""Eoliennes : pourquoi tant de haine ?"", Cédric répond à des idées reçues plus ou moins justifiées sur l'énergie éolienne :  * « L'intermittence est couteuse voire ingérable », où Cédric en profite notamment pour faire un exposé détaillé des moyens de flexibilité du réseau  * « Ça ne sert à rien en France, où notre électricité est déjà décarbonée »  * « Ca consomme beaucoup de matériaux »  * « Ca nuit à la biodiversité »  * « Tout est importé de Chine »  * « Ca coute cher et c'est gavé de subventions »  * « C'est contraire à la sobriété »  * « C'est la religion écolo »  Etc.   Cet entretien fait suite à un précédent échange avec 4 autres intervenants sur le sujet de la flexibilité :  https://youtu.be/8alGrZC0X08  #energierenouvelable #eolienne #plansb #cyrusfarhangi #cedricphilibert",fr,2023-03-12
Plan(s) B,"Eolien, #photovoltaique et flexibilité : comment ça pourrait fonctionner ? ",,énergie,0,1h 19min,https://open.spotify.com/episode/1bANdHjButEm4Di9E4VMKk,https://i.scdn.co/image/ab6765630000f68dffa5b09ada93483e11dc43cb,https://i.scdn.co/image/ab67656300005f1fffa5b09ada93483e11dc43cb,"Vous retrouverez les deux graphiques commentés (et bien d'autres informations pertinentes !) en pages 303 et 336 du rapport complet de RTE :  https://www.rte-france.com/analyses-tendances-et-prospectives/bilan-previsionnel-2050-futurs-energetiques#Lesdocuments   Plan(s) B reçoit 4 intervenants proposant divers regards sur la nécessité croissante de flexibilité de réseaux électriques qui voient augmenter la part des énergies variables que sont le solaire et l'éolien. Nous allons parler de flexibilité de l'offre et de la demande, de flexibilité intra-journalière, intersaisonnière et interannuelle, du maintien de la stabilité du réseau par une ""nuit d'hiver sans vent"", d'effacement, d'interconnexions européennes, de pilotage de l'eau chaude sanitaire, de dispositifs de stockage, de thermique décarboné...  ... si tout cela ne vous dit pas grand chose, pas de panique, ce sera beaucoup plus clair après une heure.  Si vous êtes déjà familier avec ces enjeux, nous espérons que cet échange vous permettra tout de même d'éclaircir des choses.   Présentation des intervenants :  Karim Megherbi est conseiller auprès de gouvernements et d’entreprises sur leur stratégie de déploiement d’énergies renouvelables, et fondateur d’une plateforme d’origination de projets d’énergies renouvelables.  https://www.linkedin.com/in/karim-megherbi-a18a7a28/   Vincent Maillard est entres autres passé chez EDF aux affaires réglementaires, il y a aussi été Directeur des Tarifs. En 2016 il a co-fondé Plum Energie, fournisseur d’électricité bas-carbone, et il est aujourd’hui toujours patron de cette PME de 70 salariés, qui a récemment rejoint le groupe international Octopus Energy.  https://www.linkedin.com/in/vincent-maillard-aa28702/   Philippe Gauthier est rédacteur et traducteur d’articles sur l’énergie et l’environnement depuis 30 ans. Il est aussi chercheur en redirection écologique, il a par exemple rédigé un manuel de redirection écologique adapté au contexte des entreprises québécoises. Son blog :  https://energieetenvironnement.com   Damien Salel est expert en photovoltaïque et en intégration des EnR aux réseaux. Il travaille pour l’Association Hespul où il fournit de l’information et des rapports sur le photovoltaïque, participe à des instances de concertations de la filière, et accompagne des producteurs photovoltaïques sur la thématique du raccordement.  https://www.linkedin.com/in/damien-salel-70599b11a/   Vous trouverez l'ensemble de nos contenus sur :  www.plansb.info   Et sur mon compte LinkedIn :  https://www.linkedin.com/in/cyrus-farhangi-9301833/recent-activity/shares/   #transitionenergetique #energierenouvelable #flexibilité #cyrusfarhangi #vincentmaillard #karimmegherbi #damiensalel #philippegauthier",fr,2023-02-24
Plan(s) B,"L'ESPERANCE DE VIE VA-T-ELLE BAISSER ? Avec Jean-David Zeitoun, épidémiologue",ean-David Zeitoun,santé,0,1h 53min,https://open.spotify.com/episode/5tGuLw9ezQn8VQISjB8MfD,https://i.scdn.co/image/ab6765630000f68dc593648d476d3cbefa141a36,https://i.scdn.co/image/ab67656300005f1fc593648d476d3cbefa141a36,"Avec Jean-David Zeitoun, épidémiologue, auteur de ""La Grande Extension"", et particulièrement intéressé par les liens entre la santé et la dégradation de l'environnement, nous abordons les points suivants :  * Une brève Histoire de la santé publique (hygiène, traitement des déchets, eau potable, qualité de l'alimentation)  * Un retour sur la contribution du grand Louis Pasteur :-)  * Un retour sur l'histoire des vaccins  * La contribution de la médecine à l'extension de l'espérance de vie (cancers, maladies cardiovasculaires)  * Les tendances récentes à la stagnation de l’espérance de vie, la réaugmentation de la mortalité infantile  * Les conséquences de la pollution et du changement climatique sur la santé   #santé #vaccin #changementclimatique #pollution #jeandavidzeitoun #cyrusfarhangi",fr,2022-10-16
Plan(s) B,"Consumérisme, écologie : quel apport de la PHILOSOPHIE ?",,"consommation,philosophie",0,1h 57min,https://open.spotify.com/episode/6yGOSTIhyUmI45P18x56rC,https://i.scdn.co/image/ab6765630000f68dacac900267e8f9bc040bcc12,https://i.scdn.co/image/ab67656300005f1facac900267e8f9bc040bcc12,"Avec Jean-Hugues Barthélémy, Professeur de Philosophie avec habilitation à diriger des recherches, auteur entre autres du Manifeste pour l'écologie humaine (Actes Sud, février 2022), nous abordons les points suivants :  * La catastrophe écologique en cours  * La place historique et actuelle de la philosophie en matière d’environnement  * L'inversion du sens de l’utopie  * Le ""Grand Décentrement"" auquel appelle Jean-Hugues  * Ses différences avec d'autres philosophes, par exemple sur la question des droits de l’animal   Lien vers le Manifeste :  https://www.placedeslibraires.fr/livre/9782330161620-manifeste-pour-l-ecologie-humaine-jean-hugues-barthelemy/  Profil LinkedIn de Jean-Hugues :  https://www.linkedin.com/in/jean-hugues-barth%C3%A9l%C3%A9my-80747612b/ #consumerisme #ecologie #utopie #plansB",fr,2022-10-03
Plan(s) B,ECOLOGIE ET SPIRITUALITE - Dérives sectaires ou applications concrètes ?,,intériorité,0,1h 0min,https://open.spotify.com/episode/6WTSteLnwEU3PtGrbOINCq,https://i.scdn.co/image/ab6765630000f68d0ce13950dd84f2477575b061,https://i.scdn.co/image/ab67656300005f1f0ce13950dd84f2477575b061,"#ecospiritualité #religions #changementclimatique #ecologie   Plan(s) B reçoit Aloïs Le Noan, journaliste indépendant, pour aborder un thème inhabituel sur notre canal (des chiffres des chiffres, toujours des chiffres... mais ce n'est pas une porte d'entrée qui parle à tous !) : l'éco-spiritualité et le rôle que peuvent jouer les religions dans la transition écologique.  Nous abordons avec lui des questions comme :  * l'anthropocentrisme des religions abrahamiques, mais aussi les valeurs qu'elles véhiculent comme la sobriété et l'humilité  * la prise de conscience (ou pas ?) dans les communautés chrétiennes, les positions du Pape  * l'évangélisme américain climatosceptique  * ce que peuvent nous apprendre les religions orientales  * la contribution de la méditation  * les applications concrètes et l'éco-spiritualité    Quelques livres recommandés par Aloïs pour aller plus loin :  https://editions-jouvence.com/livre/devenez-pionnier-du-nouveau-monde/  https://www.decitre.fr/livres/reenchanter-notre-relation-au-vivant-9782889536597.html  https://www.souffledor.fr/ecopsychologie/1917-ecopsychologie-pratique-et-rituels-pour-la-terre-9782840586319.html",fr,2022-05-29
Plan(s) B,L'équation alimentaire : les maths pour sauver l'agriculture ?,,alimentation,0,1h 56min,https://open.spotify.com/episode/4X50AxWEIJcYTc0fx7Dooo,https://i.scdn.co/image/ab6765630000f68d12c1279b9ff81cf5c29b3786,https://i.scdn.co/image/ab67656300005f1f12c1279b9ff81cf5c29b3786,"#agroecologie #agriculture #petrole #plansb #jeremiewainstain #cyrusfarhangi   Jérémie Wainstain est co-fondateur de The Green Data, qui après un parcours dans ce qu'il appelle lui-même un ""bullshit job par excellence"" s'est pris de passion pour l'agriculture et lancé une activité d'accompagnement des acteurs dans l'élaboration de modèles agroécologiques et économiques, reposant sur une meilleure collecte et analyse de données. Jérémie travaille pour un monde plus durable et pour mettre le digital et la data science au service de l'humain.   Il nous raconte son parcours, son activité, et porte un regard sur la transition agroécologique : après-pétrole, adaptation au changement climatique, sécurité alimentaire... Sacrée équation !   Lien vers son livre paru aux Editions France Agricole :  https://www.editions-france-agricole.fr/site/gfaed/NOUVEAUTES__gfaed.4464.43363__/fr/boutique/produit.html",fr,2022-05-09
Plan(s) B,"Pétrole, gaz, crise énergétique : tenter de comprendre ce bazar ! Avec Philippe Gauthier.",Philippe Gauthier,énergie,0,1h 8min,https://open.spotify.com/episode/31Y2vd0MTBeu0gdPBecQQi,https://i.scdn.co/image/ab6765630000f68de69dedef7509fb274817b9ec,https://i.scdn.co/image/ab67656300005f1fe69dedef7509fb274817b9ec,"#petrole #gaz #picpetrolier #energiesrenouvelables #eolien #solaire Philippe Gauthier revient sur Plan(s) B pour tenter de nous permettre plus clair dans la situation actuelle, avec certaines analyses rassurantes, d'autres moins (mais surmontables à terme selon lui) :  1) La question russe, crise actuelle, perspectives à court terme et long terme   2) Les investissements mondiaux dans l’exploration et les capacités de production   3) L'adaptation au pic pétrolier où le déclin géophysique des puits serait gérable : efficacité énergétique, sobriété, électrification, descente géophysique lente  4) L'accélération des investissements dans les énergies renouvelables  5) La crise des métaux et son impact sur l'éolien et la voiture électrique  6) Les services que rendent les ENR dans la crise actuelle  7) La sobriété : ce que c'est, comment on est supposés y arriver   Le blog de Philippe Gauthier :  https://energieetenvironnement.com/author/philippegauth/  Son compte LinkedIn :  https://www.linkedin.com/in/philippe-gauthier-ba530b42/recent-activity/shares/  Son compte Facebook :  https://www.facebook.com/philippe.gauthier.5074",fr,2022-05-09
Plan(s) B,"Energie solaire thermique, low-tech, et ""collapso-entrepreneuriat"" - Maxence Fournaux",Maxence Fournaux,énergie,0,1h 1min,https://open.spotify.com/episode/0kTluhLhd8mjwPIiNZYV02,https://i.scdn.co/image/ab6765630000f68d4992cea2dc60320339b4a001,https://i.scdn.co/image/ab67656300005f1f4992cea2dc60320339b4a001,"#lowtech #sobriete #changementclimatique #energiesolaire #solairethermique #effondrement #maxencefournaux #cyrusfarhangi   Pour nous suivre sur les réseaux :  https://www.linkedin.com/in/cyrus-farhangi-9301833/recent-activity/shares/  https://www.facebook.com/cfarhangi  https://www.facebook.com/PlansBOfficiel  https://twitter.com/CyrusFarhangi   Maxence Fournaux est ""collapso-entrepreneur"", co-fondateur de Label Tech (anciennement Solar Fire France), société qui commercialise des fours solaires appelés Light Fire. Avec lui nous abordons les points suivants :  1) Fours solaires, en quoi ça consiste ?   2) Qui sont ses clients ?   3) Comment est venu l’idée ?   4) En quoi c’est « low-tech » ?  5) Le potentiel de l'énergie solaire thermique  6) Regards sur le risque d'effondrement, le climat, la biodiversité, le végétarianisme...    Pour aller plus loin :  https://www.linkedin.com/in/maxencefournaux/  https://solar-fire-france.fr/",fr,2022-04-02
Plan(s) B,Changement climatique : quel avenir pour le SKI et la MONTAGNE ?,,adaptation,0,1h 48min,https://open.spotify.com/episode/2nA59sCR1aqwFbNAnThQ5K,https://i.scdn.co/image/ab6765630000f68de720594666637ddf3fbabe13,https://i.scdn.co/image/ab67656300005f1fe720594666637ddf3fbabe13,"Valérie Paumier est fondatrice de Résilience Montagne, qui organise un dialogue entre les acteurs de l'avenir de la montagne. Avec elle nous abordons les questions suivantes :  1) Quels sont les conséquences environnementales des stations de sports d’hiver ?  2) Sur l’aménagement foncier, qu’est-ce qui ne va pas ?  3) Sur le plan socio-économique (emploi, fiscalité etc.) quels sont les avantages et éventuellement les inconvénients du tourisme alpin ?  4) Au regard du réchauffement climatique, le ski a-t-il un avenir ?  5) Faut-il un plan de sortie du ski ?  6) Comment reconvertir l’économie de ces territoires ?  7) Les blocages auquel on fera face ?  8) Dans votre monde idéal, à quoi ressemblera la montagne en 2050 ?   Liens pour aller plus loin :   Le site de Résilience Montagne :  https://www.resiliencemontagne.org/   Les travaux de Guillaume Desmurs :  https://www.glenat.com/auteurs/guillaume-desmurs   Une thèse des Mines Paris sur la neige de culture :  https://blog-isige.minesparis.psl.eu/2018/07/26/neige-de-culture-une-solution-durable/   L'intervention de Loic Giaccone sur Greenletter Club :  https://www.youtube.com/watch?v=dGt0lZ7k0C8    #changementclimatique #ski #valeriepaumier #montagneresilience #plansb",fr,2022-03-14
Plan(s) B,"Gaz, pétrole, électricité : comprendre les tensions actuelles (et futures ?), avec Maxence Cordiez",Maxence Cordiez,énergie,0,1h 6min,https://open.spotify.com/episode/07ZnjVY59hNuYfgAEpDhre,https://i.scdn.co/image/ab6765630000f68d0203842e57b55d64018554e2,https://i.scdn.co/image/ab67656300005f1f0203842e57b55d64018554e2,"Maxence Cordiez est ingénieur au CEA, et s'exprime ici à titre personnel sur :  * la crise énergétique actuelle (gaz, électricité, pétrole) et éventuellement futures  * les principales conclusions du rapport RTE, et les paris technologiques qu'il soulève  * le mix énergétique de la France : nucléaire et ENR  * la sobriété énergétique et le levier politique de la gestion de la demande : « On paramètre les mesures climatiques et énergétiques pour qu’elles n’aient aucun effet, donc de fait elles n’ont aucun effet ! »  * le militantisme énergétique et climatique : quand la volonté de se battre passe avant la volonté de se renseigner   Vous pouvez suivre les analyses régulières de Maxence Cordiez sur Twitter et LinkedIn :  https://twitter.com/maxcordiez  https://www.linkedin.com/in/maxence-cordiez/    #transitionenergetique #petrole #nucleaire #renouvelables #rapportRTE #maxencecordiez #plansB #cyrusfarhangi #sobriete #penuries #rationnement",fr,2022-02-20
